,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
3,motorcycle:6,,865,826,,170,0.0,,,,,,414.0,,757.0,,
4,car:13,,1267,1152,,338,414.0,,,,,,0.0,,392.0,,
5,car:15,,1622,1540,,722,757.0,,,,,,392.0,,0.0,,
0,motorcycle:2,,0,416,,930,860.0,,,,,,1268.0,,1626.0,,
1,person:3,,416,0,,815,827.0,,,,,,1158.0,,1548.0,,
2,person:5,,930,815,,0,173.0,,,,,,347.0,,732.0,,
3,motorcycle:6,,860,827,,173,0.0,,,,,,422.0,,766.0,,
4,car:13,,1268,1158,,347,422.0,,,,,,0.0,,393.0,,
5,car:15,,1626,1548,,732,766.0,,,,,,393.0,,0.0,,
0,motorcycle:2,,0,428,,938,865.0,,,,,,1274.0,,1632.0,,
1,person:3,,428,0,,823,834.0,,,,,,1164.0,,1555.0,,
2,person:5,,938,823,,0,174.0,,,,,,345.0,,731.0,,
3,motorcycle:6,,865,834,,174,0.0,,,,,,423.0,,767.0,,
4,car:13,,1274,1164,,345,423.0,,,,,,0.0,,393.0,,
5,car:15,,1632,1555,,731,767.0,,,,,,393.0,,0.0,,
0,motorcycle:2,,0,433,,929,857.0,,,,,,1271.0,,1630.0,,
1,person:3,,433,0,,814,828.0,,,,,,1161.0,,1553.0,,
2,person:5,,929,814,,0,174.0,,,,,,351.0,,739.0,,
3,motorcycle:6,,857,828,,174,0.0,,,,,,425.0,,772.0,,
4,car:13,,1271,1161,,351,425.0,,,,,,0.0,,395.0,,
5,car:15,,1630,1553,,739,772.0,,,,,,395.0,,0.0,,
0,motorcycle:2,,0,422,,921,856.0,,,,,,1264.0,,1629.0,,
1,person:3,,422,0,,804,822.0,,,,,,1155.0,,1552.0,,
2,person:5,,921,804,,0,172.0,,,,,,354.0,,748.0,,
3,motorcycle:6,,856,822,,172,0.0,,,,,,420.0,,773.0,,
4,car:13,,1264,1155,,354,420.0,,,,,,0.0,,400.0,,
5,car:15,,1629,1552,,748,773.0,,,,,,400.0,,0.0,,
0,motorcycle:2,,0,416,,918,855.0,,,,,,1263.0,,1629.0,,
1,person:3,,416,0,,799,817.0,,,,,,1150.0,,1549.0,,
2,person:5,,918,799,,0,170.0,,,,,,354.0,,750.0,,
3,motorcycle:6,,855,817,,170,0.0,,,,,,420.0,,774.0,,
4,car:13,,1263,1150,,354,420.0,,,,,,0.0,,402.0,,
5,car:15,,1629,1549,,750,774.0,,,,,,402.0,,0.0,,
0,motorcycle:2,,0,420,,912,848.0,,,,,,1252.0,,1622.0,,
1,person:3,,420,0,,799,816.0,,,,,,1145.0,,1549.0,,
2,person:5,,912,799,,0,166.0,,,,,,350.0,,749.0,,
3,motorcycle:6,,848,816,,166,0.0,,,,,,416.0,,774.0,,
4,car:13,,1252,1145,,350,416.0,,,,,,0.0,,407.0,,
5,car:15,,1622,1549,,749,774.0,,,,,,407.0,,0.0,,
0,car:1,0.0,763,744,354.0,316,342.0,,,,,,,,,,
1,motorcycle:2,763.0,0,165,1113.0,463,424.0,,,,,,,,,,
2,person:3,744.0,165,0,1099.0,428,432.0,,,,,,,,,,
3,car:4,354.0,1113,1099,0.0,670,689.0,,,,,,,,,,
4,person:5,316.0,463,428,670.0,0,113.0,,,,,,,,,,
5,motorcycle:6,342.0,424,432,689.0,113,0.0,,,,,,,,,,
0,motorcycle:2,,0,428,,922,856.0,,,,,,1259.0,,1632.0,,
1,person:3,,428,0,,803,818.0,,,,,,1146.0,,1554.0,,
2,person:5,,922,803,,0,164.0,,,,,,347.0,,750.0,,
3,motorcycle:6,,856,818,,164,0.0,,,,,,414.0,,777.0,,
4,car:13,,1259,1146,,347,414.0,,,,,,0.0,,411.0,,
5,car:15,,1632,1554,,750,777.0,,,,,,411.0,,0.0,,
0,motorcycle:2,,0,443,,933,866.0,,,,,,1266.0,,1647.0,,
1,person:3,,443,0,,813,828.0,,,,,,1152.0,,1568.0,,
2,person:5,,933,813,,0,163.0,,,,,,344.0,,755.0,,
3,motorcycle:6,,866,828,,163,0.0,,,,,,410.0,,781.0,,
4,car:13,,1266,1152,,344,410.0,,,,,,0.0,,418.0,,
5,car:15,,1647,1568,,755,781.0,,,,,,418.0,,0.0,,
0,motorcycle:2,,0,456,,938,870.0,,,,,,1271.0,,1657.0,,
1,person:3,,456,0,,816,833.0,,,,,,1156.0,,1578.0,,
2,person:5,,938,816,,0,166.0,,,,,,344.0,,762.0,,
3,motorcycle:6,,870,833,,166,0.0,,,,,,410.0,,788.0,,
4,car:13,,1271,1156,,344,410.0,,,,,,0.0,,424.0,,
5,car:15,,1657,1578,,762,788.0,,,,,,424.0,,0.0,,
0,motorcycle:2,,0,460,,939,872.0,,,,,,1277.0,,1668.0,,
1,person:3,,460,0,,816,833.0,,,,,,1161.0,,1588.0,,
2,person:5,,939,816,,0,165.0,,,,,,349.0,,772.0,,
3,motorcycle:6,,872,833,,165,0.0,,,,,,414.0,,797.0,,
4,car:13,,1277,1161,,349,414.0,,,,,,0.0,,429.0,,
5,car:15,,1668,1588,,772,797.0,,,,,,429.0,,0.0,,
0,motorcycle:2,,0,465,,933,868.0,,,,,,1281.0,,1674.0,,
1,person:3,,465,0,,810,830.0,,,,,,1166.0,,1595.0,,
2,person:5,,933,810,,0,161.0,,,,,,360.0,,785.0,,
3,motorcycle:6,,868,830,,161,0.0,,,,,,421.0,,807.0,,
4,car:13,,1281,1166,,360,421.0,,,,,,0.0,,432.0,,
5,car:15,,1674,1595,,785,807.0,,,,,,432.0,,0.0,,
0,motorcycle:2,,0,468,,934,865.0,,,,,,1284.0,,1678.0,,
1,person:3,,468,0,,811,833.0,,,,,,1169.0,,1600.0,,
2,person:5,,934,811,,0,170.0,,,,,,362.0,,789.0,,
3,motorcycle:6,,865,833,,170,0.0,,,,,,428.0,,814.0,,
4,car:13,,1284,1169,,362,428.0,,,,,,0.0,,434.0,,
5,car:15,,1678,1600,,789,814.0,,,,,,434.0,,0.0,,
0,motorcycle:2,,0,439,,916,855.0,,,,,,1268.0,,1675.0,,
1,person:3,,439,0,,805,828.0,,,,,,1161.0,,1603.0,,
2,person:5,,916,805,,0,166.0,,,,,,362.0,,799.0,,
3,motorcycle:6,,855,828,,166,0.0,,,,,,425.0,,821.0,,
4,car:13,,1268,1161,,362,425.0,,,,,,0.0,,444.0,,
5,car:15,,1675,1603,,799,821.0,,,,,,444.0,,0.0,,
0,motorcycle:2,,0,427,,909,850.0,,,,,,1260.0,,1679.0,,
1,person:3,,427,0,,801,824.0,,,,,,1156.0,,1609.0,,
2,person:5,,909,801,,0,165.0,,,,,,360.0,,808.0,,
3,motorcycle:6,,850,824,,165,0.0,,,,,,422.0,,830.0,,
4,car:13,,1260,1156,,360,422.0,,,,,,0.0,,455.0,,
5,car:15,,1679,1609,,808,830.0,,,,,,455.0,,0.0,,
0,motorcycle:2,,0,435,,914,851.0,,,,,,1266.0,,1690.0,,
1,person:3,,435,0,,803,822.0,,,,,,1159.0,,1617.0,,
2,person:5,,914,803,,0,163.0,,,,,,362.0,,815.0,,
3,motorcycle:6,,851,822,,163,0.0,,,,,,426.0,,839.0,,
4,car:13,,1266,1159,,362,426.0,,,,,,0.0,,459.0,,
5,car:15,,1690,1617,,815,839.0,,,,,,459.0,,0.0,,
0,motorcycle:2,,0,453,,914,849.0,,,,,,1269.0,,1698.0,,
1,person:3,,453,0,,797,813.0,,,,,,1157.0,,1620.0,,
2,person:5,,914,797,,0,154.0,,,,,,366.0,,824.0,,
3,motorcycle:6,,849,813,,154,0.0,,,,,,427.0,,850.0,,
4,car:13,,1269,1157,,366,427.0,,,,,,0.0,,464.0,,
5,car:15,,1698,1620,,824,850.0,,,,,,464.0,,0.0,,
0,car:1,0.0,762,747,360.0,318,343.0,,,,,,,,,,
1,motorcycle:2,762.0,0,156,1119.0,457,423.0,,,,,,,,,,
2,person:3,747.0,156,0,1107.0,429,433.0,,,,,,,,,,
3,car:4,360.0,1119,1107,0.0,678,696.0,,,,,,,,,,
4,person:5,318.0,457,429,678.0,0,110.0,,,,,,,,,,
5,motorcycle:6,343.0,423,433,696.0,110,0.0,,,,,,,,,,
0,motorcycle:2,,0,463,,917,852.0,,,,,,1273.0,,1708.0,,
1,person:3,,463,0,,797,808.0,,,,,,1156.0,,1628.0,,
2,person:5,,917,797,,0,142.0,,,,,,365.0,,832.0,,
3,motorcycle:6,,852,808,,142,0.0,,,,,,425.0,,859.0,,
4,car:13,,1273,1156,,365,425.0,,,,,,0.0,,473.0,,
5,car:15,,1708,1628,,832,859.0,,,,,,473.0,,0.0,,
0,motorcycle:2,,0,459,,922,853.0,,,,,,1274.0,,1717.0,,
1,person:3,,459,0,,797,806.0,,,,,,1156.0,,1636.0,,
2,person:5,,922,797,,0,147.0,,,,,,364.0,,839.0,,
3,motorcycle:6,,853,806,,147,0.0,,,,,,425.0,,867.0,,
4,car:13,,1274,1156,,364,425.0,,,,,,0.0,,481.0,,
5,car:15,,1717,1636,,839,867.0,,,,,,481.0,,0.0,,
0,motorcycle:2,,0,457,,918,848.0,,,,,,1269.0,,1718.0,,
1,person:3,,457,0,,792,804.0,,,,,,1152.0,,1638.0,,
2,person:5,,918,792,,0,155.0,,,,,,364.0,,846.0,,
3,motorcycle:6,,848,804,,155,0.0,,,,,,426.0,,873.0,,
4,car:13,,1269,1152,,364,426.0,,,,,,0.0,,487.0,,
5,car:15,,1718,1638,,846,873.0,,,,,,487.0,,0.0,,
0,motorcycle:2,,0,474,,915,848.0,,,,,,1271.0,,1727.0,,
1,person:3,,474,0,,791,809.0,,,,,,1154.0,,1649.0,,
2,person:5,,915,791,,0,156.0,,,,,,369.0,,859.0,,
3,motorcycle:6,,848,809,,156,0.0,,,,,,428.0,,883.0,,
4,car:13,,1271,1154,,369,428.0,,,,,,0.0,,496.0,,
5,car:15,,1727,1649,,859,883.0,,,,,,496.0,,0.0,,
0,motorcycle:2,,0,476,,917,849.0,,,,,,1274.0,,1740.0,,
1,person:3,,476,0,,795,812.0,,,,,,1157.0,,1661.0,,
2,person:5,,917,795,,0,155.0,,,,,,369.0,,867.0,,
3,motorcycle:6,,849,812,,155,0.0,,,,,,432.0,,894.0,,
4,car:13,,1274,1157,,369,432.0,,,,,,0.0,,505.0,,
5,car:15,,1740,1661,,867,894.0,,,,,,505.0,,0.0,,
0,motorcycle:2,,0,479,,916,846.0,,,,,,1281.0,,1748.0,,
1,person:3,,479,0,,794,813.0,,,,,,1165.0,,1670.0,,
2,person:5,,916,794,,0,159.0,,,,,,377.0,,877.0,,
3,motorcycle:6,,846,813,,159,0.0,,,,,,440.0,,904.0,,
4,car:13,,1281,1165,,377,440.0,,,,,,0.0,,505.0,,
5,car:15,,1748,1670,,877,904.0,,,,,,505.0,,0.0,,
0,motorcycle:2,,0,474,,914,843.0,,,,,,1283.0,,1751.0,,
1,person:3,,474,0,,794,809.0,,,,,,1170.0,,1676.0,,
2,person:5,,914,794,,0,154.0,,,,,,382.0,,882.0,,
3,motorcycle:6,,843,809,,154,0.0,,,,,,444.0,,910.0,,
4,car:13,,1283,1170,,382,444.0,,,,,,0.0,,506.0,,
5,car:15,,1751,1676,,882,910.0,,,,,,506.0,,0.0,,
0,motorcycle:2,,0,465,,915,846.0,,,,,,1285.0,,1759.0,,
1,person:3,,465,0,,796,808.0,,,,,,1172.0,,1683.0,,
2,person:5,,915,796,,0,151.0,,,,,,382.0,,889.0,,
3,motorcycle:6,,846,808,,151,0.0,,,,,,444.0,,917.0,,
4,car:13,,1285,1172,,382,444.0,,,,,,0.0,,512.0,,
5,car:15,,1759,1683,,889,917.0,,,,,,512.0,,0.0,,
0,motorcycle:2,,0,451,,912,843.0,,,,,,1287.0,,1767.0,,
1,person:3,,451,0,,793,803.0,,,,,,1175.0,,1692.0,,
2,person:5,,912,793,,0,152.0,,,,,,387.0,,899.0,,
3,motorcycle:6,,843,803,,152,0.0,,,,,,448.0,,927.0,,
4,car:13,,1287,1175,,387,448.0,,,,,,0.0,,518.0,,
5,car:15,,1767,1692,,899,927.0,,,,,,518.0,,0.0,,
0,motorcycle:2,,0,437,,912,842.0,,,,,,1288.0,,1773.0,,
1,person:3,,437,0,,796,804.0,,,,,,1179.0,,1700.0,,
2,person:5,,912,796,,0,154.0,,,,,,388.0,,904.0,,
3,motorcycle:6,,842,804,,154,0.0,,,,,,451.0,,934.0,,
4,car:13,,1288,1179,,388,451.0,,,,,,0.0,,522.0,,
5,car:15,,1773,1700,,904,934.0,,,,,,522.0,,0.0,,
0,car:1,0.0,765,751,366.0,317,345.0,,,,,,,,,,
1,motorcycle:2,765.0,0,151,1128.0,462,423.0,,,,,,,,,,
2,person:3,751.0,151,0,1118.0,434,435.0,,,,,,,,,,
3,car:4,366.0,1128,1118,0.0,684,705.0,,,,,,,,,,
4,person:5,317.0,462,434,684.0,0,118.0,,,,,,,,,,
5,motorcycle:6,345.0,423,435,705.0,118,0.0,,,,,,,,,,
0,motorcycle:2,,0,426,,911,840.0,,,,,,1287.0,,1780.0,,
1,person:3,,426,0,,795,802.0,,,,,,1180.0,,1708.0,,
2,person:5,,911,795,,0,156.0,,,,,,389.0,,913.0,,
3,motorcycle:6,,840,802,,156,0.0,,,,,,453.0,,943.0,,
4,car:13,,1287,1180,,389,453.0,,,,,,0.0,,530.0,,
5,car:15,,1780,1708,,913,943.0,,,,,,530.0,,0.0,,
0,motorcycle:2,,0,433,,905,837.0,,,,,,1288.0,,1789.0,,
1,person:3,,433,0,,796,806.0,,,,,,1184.0,,1720.0,,
2,person:5,,905,796,,0,154.0,,,,,,393.0,,924.0,,
3,motorcycle:6,,837,806,,154,0.0,,,,,,456.0,,954.0,,
4,car:13,,1288,1184,,393,456.0,,,,,,0.0,,537.0,,
5,car:15,,1789,1720,,924,954.0,,,,,,537.0,,0.0,,
0,motorcycle:2,,0,430,,902,834.0,,,,,,1282.0,,1797.0,,
1,person:3,,430,0,,798,806.0,,,,,,1181.0,,1730.0,,
2,person:5,,902,798,,0,152.0,,,,,,390.0,,933.0,,
3,motorcycle:6,,834,806,,152,0.0,,,,,,454.0,,965.0,,
4,car:13,,1282,1181,,390,454.0,,,,,,0.0,,549.0,,
5,car:15,,1797,1730,,933,965.0,,,,,,549.0,,0.0,,
0,motorcycle:2,,0,450,,903,834.0,,,,,,1290.0,,1804.0,,
1,person:3,,450,0,,791,801.0,,,,,,1182.0,,1733.0,,
2,person:5,,903,791,,0,150.0,,,,,,398.0,,943.0,,
3,motorcycle:6,,834,801,,150,0.0,,,,,,461.0,,973.0,,
4,car:13,,1290,1182,,398,461.0,,,,,,0.0,,551.0,,
5,car:15,,1804,1733,,943,973.0,,,,,,551.0,,0.0,,
0,motorcycle:2,,0,449,,900,832.0,,,,,,1293.0,,1813.0,,
1,person:3,,449,0,,791,802.0,,,,,,1188.0,,1744.0,,
2,person:5,,900,791,,0,151.0,,,,,,404.0,,954.0,,
3,motorcycle:6,,832,802,,151,0.0,,,,,,466.0,,984.0,,
4,car:13,,1293,1188,,404,466.0,,,,,,0.0,,557.0,,
5,car:15,,1813,1744,,954,984.0,,,,,,557.0,,0.0,,
0,motorcycle:2,,0,446,,900,832.0,,,,,,1296.0,,1824.0,,
1,person:3,,446,0,,789,801.0,,,,,,1190.0,,1754.0,,
2,person:5,,900,789,,0,152.0,,,,,,408.0,,966.0,,
3,motorcycle:6,,832,801,,152,0.0,,,,,,469.0,,994.0,,
4,car:13,,1296,1190,,408,469.0,,,,,,0.0,,564.0,,
5,car:15,,1824,1754,,966,994.0,,,,,,564.0,,0.0,,
0,motorcycle:2,,0,444,,898,830.0,,,,,,1300.0,,1832.0,,
1,person:3,,444,0,,788,798.0,,,,,,1195.0,,1763.0,,
2,person:5,,898,788,,0,151.0,,,,,,414.0,,976.0,,
3,motorcycle:6,,830,798,,151,0.0,,,,,,475.0,,1005.0,,
4,car:13,,1300,1195,,414,475.0,,,,,,0.0,,569.0,,
5,car:15,,1832,1763,,976,1005.0,,,,,,569.0,,0.0,,
0,motorcycle:2,,0,440,,896,826.0,,,,,,1296.0,,1840.0,,
1,person:3,,440,0,,786,793.0,,,,,,1190.0,,1769.0,,
2,person:5,,896,786,,0,151.0,,,,,,411.0,,985.0,,
3,motorcycle:6,,826,793,,151,0.0,,,,,,475.0,,1017.0,,
4,car:13,,1296,1190,,411,475.0,,,,,,0.0,,580.0,,
5,car:15,,1840,1769,,985,1017.0,,,,,,580.0,,0.0,,
0,motorcycle:2,,0,433,,888,819.0,,,,,,1299.0,,1846.0,,
1,person:3,,433,0,,778,787.0,,,,,,1193.0,,1775.0,,
2,person:5,,888,778,,0,154.0,,,,,,422.0,,998.0,,
3,motorcycle:6,,819,787,,154,0.0,,,,,,485.0,,1029.0,,
4,car:13,,1299,1193,,422,485.0,,,,,,0.0,,583.0,,
5,car:15,,1846,1775,,998,1029.0,,,,,,583.0,,0.0,,
0,motorcycle:2,,0,436,,887,820.0,,,,,,1301.0,,1855.0,,
1,person:3,,436,0,,778,794.0,,,,,,1199.0,,1787.0,,
2,person:5,,887,778,,0,159.0,,,,,,427.0,,1010.0,,
3,motorcycle:6,,820,794,,159,0.0,,,,,,487.0,,1037.0,,
4,car:13,,1301,1199,,427,487.0,,,,,,0.0,,589.0,,
5,car:15,,1855,1787,,1010,1037.0,,,,,,589.0,,0.0,,
0,car:1,0.0,776,759,367.0,320,348.0,,,,,,,,,,
1,motorcycle:2,776.0,0,174,1138.0,475,430.0,,,,,,,,,,
2,person:3,759.0,174,0,1126.0,439,440.0,,,,,,,,,,
3,car:4,367.0,1138,1126,0.0,687,708.0,,,,,,,,,,
4,person:5,320.0,475,439,687.0,0,120.0,,,,,,,,,,
5,motorcycle:6,348.0,430,440,708.0,120,0.0,,,,,,,,,,
0,motorcycle:2,,0,446,,888,823.0,,,,,,1311.0,,1869.0,,
1,person:3,,446,0,,775,796.0,,,,,,1204.0,,1799.0,,
2,person:5,,888,775,,0,162.0,,,,,,436.0,,1025.0,,
3,motorcycle:6,,823,796,,162,0.0,,,,,,494.0,,1049.0,,
4,car:13,,1311,1204,,436,494.0,,,,,,0.0,,595.0,,
5,car:15,,1869,1799,,1025,1049.0,,,,,,595.0,,0.0,,
0,motorcycle:2,,0,425,,878,818.0,,,,,,1311.0,,1875.0,,
1,person:3,,425,0,,775,800.0,,,,,,1214.0,,1812.0,,
2,person:5,,878,775,,0,166.0,,,,,,445.0,,1038.0,,
3,motorcycle:6,,818,800,,166,0.0,,,,,,501.0,,1058.0,,
4,car:13,,1311,1214,,445,501.0,,,,,,0.0,,598.0,,
5,car:15,,1875,1812,,1038,1058.0,,,,,,598.0,,0.0,,
0,motorcycle:2,,0,432,,879,816.0,,,,,,,,1882.0,,1307.0
1,person:3,,432,0,,777,802.0,,,,,,,,1824.0,,1213.0
2,person:5,,879,777,,0,171.0,,,,,,,,1048.0,,442.0
3,motorcycle:6,,816,802,,171,0.0,,,,,,,,1067.0,,498.0
4,truck:13,,1307,1213,,442,498.0,,,,,,,,611.0,,0.0
5,car:15,,1882,1824,,1048,1067.0,,,,,,,,0.0,,611.0
0,motorcycle:2,,0,443,,890,822.0,,,,,,1309.0,,1896.0,,
1,person:3,,443,0,,782,806.0,,,,,,1210.0,,1834.0,,
2,person:5,,890,782,,0,173.0,,,,,,434.0,,1053.0,,
3,motorcycle:6,,822,806,,173,0.0,,,,,,494.0,,1075.0,,
4,car:13,,1309,1210,,434,494.0,,,,,,0.0,,625.0,,
5,car:15,,1896,1834,,1053,1075.0,,,,,,625.0,,0.0,,
0,motorcycle:2,,0,442,,883,816.0,,,,,,1306.0,,1903.0,,
1,person:3,,442,0,,778,804.0,,,,,,1210.0,,1844.0,,
2,person:5,,883,778,,0,177.0,,,,,,437.0,,1068.0,,
3,motorcycle:6,,816,804,,177,0.0,,,,,,498.0,,1089.0,,
4,car:13,,1306,1210,,437,498.0,,,,,,0.0,,636.0,,
5,car:15,,1903,1844,,1068,1089.0,,,,,,636.0,,0.0,,
0,motorcycle:2,,0,438,,879,817.0,,,,,,1307.0,,1911.0,,
1,person:3,,438,0,,772,801.0,,,,,,1210.0,,1852.0,,
2,person:5,,879,772,,0,171.0,,,,,,443.0,,1080.0,,
3,motorcycle:6,,817,801,,171,0.0,,,,,,498.0,,1096.0,,
4,car:13,,1307,1210,,443,498.0,,,,,,0.0,,642.0,,
5,car:15,,1911,1852,,1080,1096.0,,,,,,642.0,,0.0,,
0,motorcycle:2,,0,420,,868,807.0,,,,,,1300.0,,1915.0,,
1,person:3,,420,0,,770,797.0,,,,,,1210.0,,1860.0,,
2,person:5,,868,770,,0,171.0,,,,,,445.0,,1090.0,,
3,motorcycle:6,,807,797,,171,0.0,,,,,,500.0,,1109.0,,
4,car:13,,1300,1210,,445,500.0,,,,,,0.0,,651.0,,
5,car:15,,1915,1860,,1090,1109.0,,,,,,651.0,,0.0,,
0,motorcycle:2,,0,405,,867,805.0,,,,,,1301.0,,1928.0,,
1,person:3,,405,0,,773,795.0,,,,,,1214.0,,1875.0,,
2,person:5,,867,773,,0,170.0,,,,,,446.0,,1102.0,,
3,motorcycle:6,,805,795,,170,0.0,,,,,,504.0,,1124.0,,
4,car:13,,1301,1214,,446,504.0,,,,,,0.0,,662.0,,
5,car:15,,1928,1875,,1102,1124.0,,,,,,662.0,,0.0,,
0,motorcycle:2,,0,411,,873,805.0,,,,,,1302.0,,1940.0,,
1,person:3,,411,0,,773,788.0,,,,,,1210.0,,1883.0,,
2,person:5,,873,773,,0,168.0,,,,,,441.0,,1110.0,,
3,motorcycle:6,,805,788,,168,0.0,,,,,,504.0,,1137.0,,
4,car:13,,1302,1210,,441,504.0,,,,,,0.0,,674.0,,
5,car:15,,1940,1883,,1110,1137.0,,,,,,674.0,,0.0,,
0,motorcycle:2,,0,424,,885,817.0,,,,,,1312.0,,1958.0,,
1,person:3,,424,0,,774,789.0,,,,,,1211.0,,1895.0,,
2,person:5,,885,774,,0,163.0,,,,,,441.0,,1121.0,,
3,motorcycle:6,,817,789,,163,0.0,,,,,,499.0,,1144.0,,
4,car:13,,1312,1211,,441,499.0,,,,,,0.0,,686.0,,
5,car:15,,1958,1895,,1121,1144.0,,,,,,686.0,,0.0,,
0,car:1,0.0,773,759,370.0,321,346.0,,,,,,,,,,
1,motorcycle:2,773.0,0,170,1139.0,469,429.0,,,,,,,,,,
2,person:3,759.0,170,0,1130.0,439,444.0,,,,,,,,,,
3,car:4,370.0,1139,1130,0.0,691,710.0,,,,,,,,,,
4,person:5,321.0,469,439,691.0,0,121.0,,,,,,,,,,
5,motorcycle:6,346.0,429,444,710.0,121,0.0,,,,,,,,,,
0,motorcycle:2,,0,414,,878,815.0,,,,,,1312.0,,1967.0,,
1,person:3,,414,0,,777,794.0,,,,,,1218.0,,1909.0,,
2,person:5,,878,777,,0,160.0,,,,,,446.0,,1133.0,,
3,motorcycle:6,,815,794,,160,0.0,,,,,,502.0,,1154.0,,
4,car:13,,1312,1218,,446,502.0,,,,,,0.0,,692.0,,
5,car:15,,1967,1909,,1133,1154.0,,,,,,692.0,,0.0,,
0,motorcycle:2,,0,416,,874,812.0,,,,,,1316.0,,1982.0,,
1,person:3,,416,0,,769,787.0,,,,,,1218.0,,1921.0,,
2,person:5,,874,769,,0,158.0,,,,,,454.0,,1153.0,,
3,motorcycle:6,,812,787,,158,0.0,,,,,,508.0,,1173.0,,
4,car:13,,1316,1218,,454,508.0,,,,,,0.0,,704.0,,
5,car:15,,1982,1921,,1153,1173.0,,,,,,704.0,,0.0,,
0,motorcycle:2,,0,413,,874,809.0,,,,,,1317.0,,1993.0,,
1,person:3,,413,0,,773,785.0,,,,,,1222.0,,1934.0,,
2,person:5,,874,773,,0,155.0,,,,,,454.0,,1162.0,,
3,motorcycle:6,,809,785,,155,0.0,,,,,,512.0,,1186.0,,
4,car:13,,1317,1222,,454,512.0,,,,,,0.0,,713.0,,
5,car:15,,1993,1934,,1162,1186.0,,,,,,713.0,,0.0,,
0,motorcycle:2,,0,394,,867,806.0,,,,,,1312.0,,2000.0,,
1,person:3,,394,0,,769,778.0,,,,,,1220.0,,1943.0,,
2,person:5,,867,769,,0,149.0,,,,,,456.0,,1174.0,,
3,motorcycle:6,,806,778,,149,0.0,,,,,,510.0,,1197.0,,
4,car:13,,1312,1220,,456,510.0,,,,,,0.0,,725.0,,
5,car:15,,2000,1943,,1174,1197.0,,,,,,725.0,,0.0,,
0,motorcycle:2,,0,375,,855,797.0,,,,,,1313.0,,2004.0,,
1,person:3,,375,0,,765,772.0,,,,,,1227.0,,1950.0,,
2,person:5,,855,765,,0,140.0,,,,,,467.0,,1185.0,,
3,motorcycle:6,,797,772,,140,0.0,,,,,,520.0,,1209.0,,
4,car:13,,1313,1227,,467,520.0,,,,,,0.0,,725.0,,
5,car:15,,2004,1950,,1185,1209.0,,,,,,725.0,,0.0,,
0,motorcycle:2,,0,407,,867,805.0,,,,,,1326.0,,2025.0,,
1,person:3,,407,0,,769,776.0,,,,,,1230.0,,1965.0,,
2,person:5,,867,769,,0,139.0,,,,,,468.0,,1197.0,,
3,motorcycle:6,,805,776,,139,0.0,,,,,,525.0,,1224.0,,
4,car:13,,1326,1230,,468,525.0,,,,,,0.0,,736.0,,
5,car:15,,2025,1965,,1197,1224.0,,,,,,736.0,,0.0,,
0,motorcycle:2,,0,395,,862,800.0,,,,,,1319.0,,2031.0,,
1,person:3,,395,0,,769,776.0,,,,,,1227.0,,1974.0,,
2,person:5,,862,769,,0,145.0,,,,,,465.0,,1206.0,,
3,motorcycle:6,,800,776,,145,0.0,,,,,,524.0,,1234.0,,
4,car:13,,1319,1227,,465,524.0,,,,,,0.0,,748.0,,
5,car:15,,2031,1974,,1206,1234.0,,,,,,748.0,,0.0,,
0,motorcycle:2,,0,407,,864,798.0,,,,,,1322.0,,2038.0,,
1,person:3,,407,0,,764,777.0,,,,,,1225.0,,1978.0,,
2,person:5,,864,764,,0,159.0,,,,,,468.0,,1215.0,,
3,motorcycle:6,,798,777,,159,0.0,,,,,,530.0,,1242.0,,
4,car:13,,1322,1225,,468,530.0,,,,,,0.0,,754.0,,
5,car:15,,2038,1978,,1215,1242.0,,,,,,754.0,,0.0,,
0,motorcycle:2,,0,414,,867,798.0,,,,,,1326.0,,2043.0,,
1,person:3,,414,0,,766,774.0,,,,,,1229.0,,1984.0,,
2,person:5,,867,766,,0,155.0,,,,,,469.0,,1219.0,,
3,motorcycle:6,,798,774,,155,0.0,,,,,,533.0,,1249.0,,
4,car:13,,1326,1229,,469,533.0,,,,,,0.0,,757.0,,
5,car:15,,2043,1984,,1219,1249.0,,,,,,757.0,,0.0,,
0,motorcycle:2,,0,402,,871,802.0,,,,,,1331.0,,2054.0,,
1,person:3,,402,0,,776,788.0,,,,,,1240.0,,2000.0,,
2,person:5,,871,776,,0,165.0,,,,,,471.0,,1224.0,,
3,motorcycle:6,,802,788,,165,0.0,,,,,,537.0,,1254.0,,
4,car:13,,1331,1240,,471,537.0,,,,,,0.0,,761.0,,
5,car:15,,2054,2000,,1224,1254.0,,,,,,761.0,,0.0,,
0,car:1,0.0,769,759,374.0,318,346.0,,,,,,,,,,
1,motorcycle:2,769.0,0,155,1140.0,465,427.0,,,,,,,,,,
2,person:3,759.0,155,0,1133.0,441,445.0,,,,,,,,,,
3,car:4,374.0,1140,1133,0.0,692,713.0,,,,,,,,,,
4,person:5,318.0,465,441,692.0,0,121.0,,,,,,,,,,
5,motorcycle:6,346.0,427,445,713.0,121,0.0,,,,,,,,,,
0,motorcycle:2,,0,416,,874,803.0,,,,,,1334.0,,2056.0,,
1,person:3,,416,0,,775,791.0,,,,,,1241.0,,2001.0,,
