,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
3,person:5,762.0,854,772,,0,132.0,,,,,,,,,,
4,motorcycle:6,773.0,798,778,,132,0.0,,,,,,,,,,
0,car:1,0.0,1570,1540,,753,776.0,,,,,,,,,,
1,motorcycle:2,1570.0,0,383,,864,798.0,,,,,,,,,,
2,person:3,1540.0,383,0,,786,784.0,,,,,,,,,,
3,person:5,753.0,864,786,,0,139.0,,,,,,,,,,
4,motorcycle:6,776.0,798,784,,139,0.0,,,,,,,,,,
0,car:1,0.0,1575,1542,,758,781.0,,,,,,,,,,
1,motorcycle:2,1575.0,0,397,,867,800.0,,,,,,,,,,
2,person:3,1542.0,397,0,,783,781.0,,,,,,,,,,
3,person:5,758.0,867,783,,0,136.0,,,,,,,,,,
4,motorcycle:6,781.0,800,781,,136,0.0,,,,,,,,,,
0,car:1,0.0,1578,1545,,762,779.0,,,,,,,,,,
1,motorcycle:2,1578.0,0,398,,865,806.0,,,,,,,,,,
2,person:3,1545.0,398,0,,783,786.0,,,,,,,,,,
3,person:5,762.0,865,783,,0,132.0,,,,,,,,,,
4,motorcycle:6,779.0,806,786,,132,0.0,,,,,,,,,,
0,car:1,0.0,1589,1558,,779,785.0,,,,,,,,,,
1,motorcycle:2,1589.0,0,389,,860,811.0,,,,,,,,,,
2,person:3,1558.0,389,0,,779,790.0,,,,,,,,,,
3,person:5,779.0,860,779,,0,129.0,,,,,,,,,,
4,motorcycle:6,785.0,811,790,,129,0.0,,,,,,,,,,
0,car:1,0.0,1595,1568,,780,792.0,,,,,,,,,,
1,motorcycle:2,1595.0,0,387,,863,809.0,,,,,,,,,,
2,person:3,1568.0,387,0,,788,794.0,,,,,,,,,,
3,person:5,780.0,863,788,,0,128.0,,,,,,,,,,
4,motorcycle:6,792.0,809,794,,128,0.0,,,,,,,,,,
0,car:1,0.0,729,706,282.0,328,350.0,,,,,,,,,,
1,motorcycle:2,729.0,0,188,1006.0,422,379.0,,,,,,,,,,
2,person:3,706.0,188,0,988.0,377,387.0,,,,,,,,,,
3,car:4,282.0,1006,988,0.0,611,627.0,,,,,,,,,,
4,person:5,328.0,422,377,611.0,0,112.0,,,,,,,,,,
5,motorcycle:6,350.0,379,387,627.0,112,0.0,,,,,,,,,,
0,car:1,0.0,1603,1577,,787,799.0,,,,,,,,,,
1,motorcycle:2,1603.0,0,392,,867,813.0,,,,,,,,,,
2,person:3,1577.0,392,0,,790,793.0,,,,,,,,,,
3,person:5,787.0,867,790,,0,121.0,,,,,,,,,,
4,motorcycle:6,799.0,813,793,,121,0.0,,,,,,,,,,
0,car:1,0.0,1609,1585,,797,808.0,,,,,,,,,,
1,motorcycle:2,1609.0,0,388,,860,811.0,,,,,,,,,,
2,person:3,1585.0,388,0,,788,791.0,,,,,,,,,,
3,person:5,797.0,860,788,,0,112.0,,,,,,,,,,
4,motorcycle:6,808.0,811,791,,112,0.0,,,,,,,,,,
0,car:1,0.0,1619,1593,,803,809.0,,,,,,,,,,
1,motorcycle:2,1619.0,0,391,,866,817.0,,,,,,,,,,
2,person:3,1593.0,391,0,,790,800.0,,,,,,,,,,
3,person:5,803.0,866,790,,0,126.0,,,,,,,,,,
4,motorcycle:6,809.0,817,800,,126,0.0,,,,,,,,,,
0,car:1,0.0,1624,1599,,809,811.0,,,,,,,,,,
1,motorcycle:2,1624.0,0,391,,861,819.0,,,,,,,,,,
2,person:3,1599.0,391,0,,789,807.0,,,,,,,,,,
3,person:5,809.0,861,789,,0,124.0,,,,,,,,,,
4,motorcycle:6,811.0,819,807,,124,0.0,,,,,,,,,,
0,car:1,0.0,1626,1600,,815,813.0,,,,,,,,,,
1,motorcycle:2,1626.0,0,371,,856,818.0,,,,,,,,,,
2,person:3,1600.0,371,0,,784,804.0,,,,,,,,,,
3,person:5,815.0,856,784,,0,125.0,,,,,,,,,,
4,motorcycle:6,813.0,818,804,,125,0.0,,,,,,,,,,
0,car:1,0.0,1634,1606,,820,825.0,,,,,,,,,,
1,motorcycle:2,1634.0,0,370,,860,813.0,,,,,,,,,,
2,person:3,1606.0,370,0,,786,800.0,,,,,,,,,,
3,person:5,820.0,860,786,,0,134.0,,,,,,,,,,
4,motorcycle:6,825.0,813,800,,134,0.0,,,,,,,,,,
0,car:1,0.0,1650,1622,,834,847.0,,,,,,,,,,
1,motorcycle:2,1650.0,0,369,,861,808.0,,,,,,,,,,
2,person:3,1622.0,369,0,,787,794.0,,,,,,,,,,
3,person:5,834.0,861,787,,0,134.0,,,,,,,,,,
4,motorcycle:6,847.0,808,794,,134,0.0,,,,,,,,,,
0,car:1,0.0,1660,1632,,851,865.0,,,,,,,,,,
1,motorcycle:2,1660.0,0,389,,855,801.0,,,,,,,,,,
2,person:3,1632.0,389,0,,781,788.0,,,,,,,,,,
3,person:5,851.0,855,781,,0,130.0,,,,,,,,,,
4,motorcycle:6,865.0,801,788,,130,0.0,,,,,,,,,,
0,car:1,0.0,1669,1641,,846,873.0,,,,,,,,,,
1,motorcycle:2,1669.0,0,394,,868,802.0,,,,,,,,,,
2,person:3,1641.0,394,0,,795,790.0,,,,,,,,,,
3,person:5,846.0,868,795,,0,132.0,,,,,,,,,,
4,motorcycle:6,873.0,802,790,,132,0.0,,,,,,,,,,
0,car:1,0.0,1677,1647,,857,872.0,,,,,,,,,,
1,motorcycle:2,1677.0,0,395,,866,811.0,,,,,,,,,,
2,person:3,1647.0,395,0,,789,796.0,,,,,,,,,,
3,person:5,857.0,866,789,,0,132.0,,,,,,,,,,
4,motorcycle:6,872.0,811,796,,132,0.0,,,,,,,,,,
0,car:1,0.0,732,709,287.0,324,345.0,,,,,,,,,,
1,motorcycle:2,732.0,0,186,1014.0,430,387.0,,,,,,,,,,
2,person:3,709.0,186,0,997.0,385,392.0,,,,,,,,,,
3,car:4,287.0,1014,997,0.0,611,627.0,,,,,,,,,,
4,person:5,324.0,430,385,611.0,0,108.0,,,,,,,,,,
5,motorcycle:6,345.0,387,392,627.0,108,0.0,,,,,,,,,,
0,car:1,0.0,1679,1652,,874,881.0,,,,,,,,,,
1,motorcycle:2,1679.0,0,374,,850,803.0,,,,,,,,,,
2,person:3,1652.0,374,0,,778,791.0,,,,,,,,,,
3,person:5,874.0,850,778,,0,131.0,,,,,,,,,,
4,motorcycle:6,881.0,803,791,,131,0.0,,,,,,,,,,
0,car:1,0.0,1688,1660,,890,891.0,,,,,,,,,,
1,motorcycle:2,1688.0,0,389,,847,802.0,,,,,,,,,,
2,person:3,1660.0,389,0,,770,791.0,,,,,,,,,,
3,person:5,890.0,847,770,,0,137.0,,,,,,,,,,
4,motorcycle:6,891.0,802,791,,137,0.0,,,,,,,,,,
0,car:1,0.0,1690,1664,,895,896.0,,,,,,,,,,
1,motorcycle:2,1690.0,0,383,,842,799.0,,,,,,,,,,
2,person:3,1664.0,383,0,,768,789.0,,,,,,,,,,
3,person:5,895.0,842,768,,0,136.0,,,,,,,,,,
4,motorcycle:6,896.0,799,789,,136,0.0,,,,,,,,,,
0,car:1,0.0,1691,1668,,897,904.0,,,,,,,,,,
1,motorcycle:2,1691.0,0,381,,843,794.0,,,,,,,,,,
2,person:3,1668.0,381,0,,770,784.0,,,,,,,,,,
3,person:5,897.0,843,770,,0,134.0,,,,,,,,,,
4,motorcycle:6,904.0,794,784,,134,0.0,,,,,,,,,,
0,car:1,0.0,1694,1672,,906,910.0,,,,,,,,,,
1,motorcycle:2,1694.0,0,374,,837,789.0,,,,,,,,,,
2,person:3,1672.0,374,0,,765,783.0,,,,,,,,,,
3,person:5,906.0,837,765,,0,141.0,,,,,,,,,,
4,motorcycle:6,910.0,789,783,,141,0.0,,,,,,,,,,
0,car:1,0.0,1706,1684,,913,918.0,,,,,,,,,,
1,motorcycle:2,1706.0,0,368,,839,791.0,,,,,,,,,,
2,person:3,1684.0,368,0,,771,788.0,,,,,,,,,,
3,person:5,913.0,839,771,,0,140.0,,,,,,,,,,
4,motorcycle:6,918.0,791,788,,140,0.0,,,,,,,,,,
0,car:1,0.0,1715,1695,,922,925.0,,,,,,,,,,
1,motorcycle:2,1715.0,0,351,,838,793.0,,,,,,,,,,
2,person:3,1695.0,351,0,,773,792.0,,,,,,,,,,
3,person:5,922.0,838,773,,0,145.0,,,,,,,,,,
4,motorcycle:6,925.0,793,792,,145,0.0,,,,,,,,,,
0,car:1,0.0,1723,1702,,927,930.0,,,,,,,,,,
1,motorcycle:2,1723.0,0,340,,842,796.0,,,,,,,,,,
2,person:3,1702.0,340,0,,776,792.0,,,,,,,,,,
3,person:5,927.0,842,776,,0,147.0,,,,,,,,,,
4,motorcycle:6,930.0,796,792,,147,0.0,,,,,,,,,,
0,car:1,0.0,1731,1712,,935,941.0,,,,,,,,,,
1,motorcycle:2,1731.0,0,332,,842,794.0,,,,,,,,,,
2,person:3,1712.0,332,0,,777,789.0,,,,,,,,,,
3,person:5,935.0,842,777,,0,145.0,,,,,,,,,,
4,motorcycle:6,941.0,794,789,,145,0.0,,,,,,,,,,
0,car:1,0.0,1739,1718,,943,963.0,,,,,,,,,,
1,motorcycle:2,1739.0,0,341,,844,776.0,,,,,,,,,,
2,person:3,1718.0,341,0,,775,806.0,,,,,,,,,,
3,person:5,943.0,844,775,,0,233.0,,,,,,,,,,
4,motorcycle:6,963.0,776,806,,233,0.0,,,,,,,,,,
0,car:1,0.0,733,711,290.0,322,344.0,,,,,,,,,,
1,motorcycle:2,733.0,0,188,1019.0,433,389.0,,,,,,,,,,
2,person:3,711.0,188,0,1001.0,389,396.0,,,,,,,,,,
3,car:4,290.0,1019,1001,0.0,612,630.0,,,,,,,,,,
4,person:5,322.0,433,389,612.0,0,110.0,,,,,,,,,,
5,motorcycle:6,344.0,389,396,630.0,110,0.0,,,,,,,,,,
0,car:1,0.0,1748,1728,,951,960.0,,,,,,,,,,
1,motorcycle:2,1748.0,0,331,,845,789.0,,,,,,,,,,
2,person:3,1728.0,331,0,,777,797.0,,,,,,,,,,
3,person:5,951.0,845,777,,0,184.0,,,,,,,,,,
4,motorcycle:6,960.0,789,797,,184,0.0,,,,,,,,,,
0,car:1,0.0,1757,1732,,961,966.0,,,,,,,,,,
1,motorcycle:2,1757.0,0,348,,849,793.0,,,,,,,,,,
2,person:3,1732.0,348,0,,772,789.0,,,,,,,,,,
3,person:5,961.0,849,772,,0,170.0,,,,,,,,,,
4,motorcycle:6,966.0,793,789,,170,0.0,,,,,,,,,,
0,car:1,0.0,1768,1742,,974,973.0,,,,,,,,,,
1,motorcycle:2,1768.0,0,358,,847,801.0,,,,,,,,,,
2,person:3,1742.0,358,0,,768,787.0,,,,,,,,,,
3,person:5,974.0,847,768,,0,147.0,,,,,,,,,,
4,motorcycle:6,973.0,801,787,,147,0.0,,,,,,,,,,
0,car:1,0.0,1775,1750,,979,977.0,,,,,,,,,,
1,motorcycle:2,1775.0,0,349,,848,805.0,,,,,,,,,,
2,person:3,1750.0,349,0,,771,788.0,,,,,,,,,,
3,person:5,979.0,848,771,,0,141.0,,,,,,,,,,
4,motorcycle:6,977.0,805,788,,141,0.0,,,,,,,,,,
0,car:1,0.0,1779,1756,,990,984.0,,,,,,,,,,
1,motorcycle:2,1779.0,0,339,,838,800.0,,,,,,,,,,
2,person:3,1756.0,339,0,,766,786.0,,,,,,,,,,
3,person:5,990.0,838,766,,0,135.0,,,,,,,,,,
4,motorcycle:6,984.0,800,786,,135,0.0,,,,,,,,,,
0,car:1,0.0,1788,1770,,994,992.0,,,,,,,,,,
1,motorcycle:2,1788.0,0,324,,838,800.0,,,,,,,,,,
2,person:3,1770.0,324,0,,776,794.0,,,,,,,,,,
3,person:5,994.0,838,776,,0,139.0,,,,,,,,,,
4,motorcycle:6,992.0,800,794,,139,0.0,,,,,,,,,,
0,car:1,0.0,1798,1782,,1002,996.0,,,,,,,,,,
1,motorcycle:2,1798.0,0,320,,838,805.0,,,,,,,,,,
2,person:3,1782.0,320,0,,780,802.0,,,,,,,,,,
3,person:5,1002.0,838,780,,0,138.0,,,,,,,,,,
4,motorcycle:6,996.0,805,802,,138,0.0,,,,,,,,,,
0,car:1,0.0,1807,1791,,1011,1002.0,,,,,,,,,,
1,motorcycle:2,1807.0,0,327,,836,808.0,,,,,,,,,,
2,person:3,1791.0,327,0,,779,805.0,,,,,,,,,,
3,person:5,1011.0,836,779,,0,134.0,,,,,,,,,,
4,motorcycle:6,1002.0,808,805,,134,0.0,,,,,,,,,,
0,car:1,0.0,1812,1796,,1021,1007.0,,,,,,,,,,
1,motorcycle:2,1812.0,0,337,,835,809.0,,,,,,,,,,
2,person:3,1796.0,337,0,,775,806.0,,,,,,,,,,
3,person:5,1021.0,835,775,,0,138.0,,,,,,,,,,
4,motorcycle:6,1007.0,809,806,,138,0.0,,,,,,,,,,
0,car:1,0.0,1821,1807,,1030,1016.0,,,,,,,,,,
1,motorcycle:2,1821.0,0,325,,836,809.0,,,,,,,,,,
2,person:3,1807.0,325,0,,777,807.0,,,,,,,,,,
3,person:5,1030.0,836,777,,0,138.0,,,,,,,,,,
4,motorcycle:6,1016.0,809,807,,138,0.0,,,,,,,,,,
0,car:1,0.0,735,712,293.0,324,345.0,,,,,,,,,,
1,motorcycle:2,735.0,0,187,1024.0,433,390.0,,,,,,,,,,
2,person:3,712.0,187,0,1005.0,388,398.0,,,,,,,,,,
3,car:4,293.0,1024,1005,0.0,616,633.0,,,,,,,,,,
4,person:5,324.0,433,388,616.0,0,113.0,,,,,,,,,,
5,motorcycle:6,345.0,390,398,633.0,113,0.0,,,,,,,,,,
0,car:1,0.0,1835,1820,,1040,1023.0,,,,,,,,,,
1,motorcycle:2,1835.0,0,348,,846,817.0,,,,,,,,,,
2,person:3,1820.0,348,0,,781,812.0,,,,,,,,,,
3,person:5,1040.0,846,781,,0,140.0,,,,,,,,,,
4,motorcycle:6,1023.0,817,812,,140,0.0,,,,,,,,,,
0,car:1,0.0,1846,1828,,1048,1029.0,,,,,,,,,,
1,motorcycle:2,1846.0,0,346,,850,823.0,,,,,,,,,,
2,person:3,1828.0,346,0,,781,814.0,,,,,,,,,,
3,person:5,1048.0,850,781,,0,143.0,,,,,,,,,,
4,motorcycle:6,1029.0,823,814,,143,0.0,,,,,,,,,,
0,car:1,0.0,1861,1840,,1055,1045.0,,,,,,,,,,
1,motorcycle:2,1861.0,0,361,,859,821.0,,,,,,,,,,
2,person:3,1840.0,361,0,,785,814.0,,,,,,,,,,
3,person:5,1055.0,859,785,,0,152.0,,,,,,,,,,
4,motorcycle:6,1045.0,821,814,,152,0.0,,,,,,,,,,
0,car:1,0.0,1865,1846,,1063,1058.0,,,,,,,,,,
1,motorcycle:2,1865.0,0,354,,856,812.0,,,,,,,,,,
2,person:3,1846.0,354,0,,783,806.0,,,,,,,,,,
3,person:5,1063.0,856,783,,0,155.0,,,,,,,,,,
4,motorcycle:6,1058.0,812,806,,155,0.0,,,,,,,,,,
0,car:1,0.0,1876,1856,,1071,1076.0,,,,,,,,,,
1,motorcycle:2,1876.0,0,351,,858,804.0,,,,,,,,,,
2,person:3,1856.0,351,0,,785,800.0,,,,,,,,,,
3,person:5,1071.0,858,785,,0,162.0,,,,,,,,,,
4,motorcycle:6,1076.0,804,800,,162,0.0,,,,,,,,,,
0,car:1,0.0,1882,1861,,1080,1076.0,,,,,,,,,,
1,motorcycle:2,1882.0,0,365,,856,811.0,,,,,,,,,,
2,person:3,1861.0,365,0,,781,804.0,,,,,,,,,,
3,person:5,1080.0,856,781,,0,154.0,,,,,,,,,,
4,motorcycle:6,1076.0,811,804,,154,0.0,,,,,,,,,,
0,car:1,0.0,1892,1872,,1087,1083.0,,,,,,,,,,
1,motorcycle:2,1892.0,0,370,,858,814.0,,,,,,,,,,
2,person:3,1872.0,370,0,,784,809.0,,,,,,,,,,
3,person:5,1087.0,858,784,,0,153.0,,,,,,,,,,
4,motorcycle:6,1083.0,814,809,,153,0.0,,,,,,,,,,
0,car:1,0.0,1902,1886,,1099,1098.0,,,,,,,,,,
1,motorcycle:2,1902.0,0,367,,854,810.0,,,,,,,,,,
2,person:3,1886.0,367,0,,787,809.0,,,,,,,,,,
3,person:5,1099.0,854,787,,0,148.0,,,,,,,,,,
4,motorcycle:6,1098.0,810,809,,148,0.0,,,,,,,,,,
0,car:1,0.0,1916,1899,,1108,1108.0,,,,,,,,,,
1,motorcycle:2,1916.0,0,368,,861,813.0,,,,,,,,,,
2,person:3,1899.0,368,0,,791,814.0,,,,,,,,,,
3,person:5,1108.0,861,791,,0,158.0,,,,,,,,,,
4,motorcycle:6,1108.0,813,814,,158,0.0,,,,,,,,,,
0,car:1,0.0,1921,1903,,1115,1115.0,,,,,,,,,,
1,motorcycle:2,1921.0,0,372,,861,810.0,,,,,,,,,,
2,person:3,1903.0,372,0,,788,810.0,,,,,,,,,,
3,person:5,1115.0,861,788,,0,160.0,,,,,,,,,,
4,motorcycle:6,1115.0,810,810,,160,0.0,,,,,,,,,,
0,car:1,0.0,736,714,296.0,325,343.0,,,,,,,,,,
1,motorcycle:2,736.0,0,191,1029.0,432,394.0,,,,,,,,,,
2,person:3,714.0,191,0,1010.0,389,403.0,,,,,,,,,,
3,car:4,296.0,1029,1010,0.0,621,634.0,,,,,,,,,,
4,person:5,325.0,432,389,621.0,0,113.0,,,,,,,,,,
5,motorcycle:6,343.0,394,403,634.0,113,0.0,,,,,,,,,,
0,car:1,0.0,1933,1911,,1122,1125.0,,,,,,,,,,
1,motorcycle:2,1933.0,0,388,,866,813.0,,,,,,,,,,
2,person:3,1911.0,388,0,,788,811.0,,,,,,,,,,
3,person:5,1122.0,866,788,,0,159.0,,,,,,,,,,
4,motorcycle:6,1125.0,813,811,,159,0.0,,,,,,,,,,
0,car:1,0.0,1947,1925,,1135,1138.0,,,,,,,,,,
1,motorcycle:2,1947.0,0,389,,866,814.0,,,,,,,,,,
2,person:3,1925.0,389,0,,790,813.0,,,,,,,,,,
3,person:5,1135.0,866,790,,0,159.0,,,,,,,,,,
4,motorcycle:6,1138.0,814,813,,159,0.0,,,,,,,,,,
0,car:1,0.0,1959,1939,,1144,1150.0,,,,,,,,,,
1,motorcycle:2,1959.0,0,382,,866,814.0,,,,,,,,,,
2,person:3,1939.0,382,0,,795,812.0,,,,,,,,,,
3,person:5,1144.0,866,795,,0,150.0,,,,,,,,,,
4,motorcycle:6,1150.0,814,812,,150,0.0,,,,,,,,,,
0,car:1,0.0,1968,1945,,1149,1156.0,,,,,,,,,,
1,motorcycle:2,1968.0,0,378,,868,818.0,,,,,,,,,,
2,person:3,1945.0,378,0,,795,810.0,,,,,,,,,,
3,person:5,1149.0,868,795,,0,143.0,,,,,,,,,,
4,motorcycle:6,1156.0,818,810,,143,0.0,,,,,,,,,,
0,car:1,0.0,1976,1951,,1155,1158.0,,,,812.0,,,,,,
1,motorcycle:2,1976.0,0,389,,875,826.0,,,,1199.0,,,,,,
2,person:3,1951.0,389,0,,796,814.0,,,,1139.0,,,,,,
3,person:5,1155.0,875,796,,0,146.0,,,,343.0,,,,,,
4,motorcycle:6,1158.0,826,814,,146,0.0,,,,376.0,,,,,,
5,car:8,812.0,1199,1139,,343,376.0,,,,0.0,,,,,,
0,car:1,0.0,1984,1957,,1158,1161.0,,,,859.0,,,,,,
1,motorcycle:2,1984.0,0,385,,878,829.0,,,,1162.0,,,,,,
2,person:3,1957.0,385,0,,798,816.0,,,,1098.0,,,,,,
3,person:5,1158.0,878,798,,0,145.0,,,,300.0,,,,,,
4,motorcycle:6,1161.0,829,816,,145,0.0,,,,338.0,,,,,,
5,car:8,859.0,1162,1098,,300,338.0,,,,0.0,,,,,,
0,car:1,0.0,1989,1958,,1159,1163.0,,,,,,,,,,
1,motorcycle:2,1989.0,0,376,,883,834.0,,,,,,,,,,
2,person:3,1958.0,376,0,,799,814.0,,,,,,,,,,
3,person:5,1159.0,883,799,,0,145.0,,,,,,,,,,
4,motorcycle:6,1163.0,834,814,,145,0.0,,,,,,,,,,
0,car:1,0.0,1999,1967,,1164,1174.0,,,,,,,,,,
1,motorcycle:2,1999.0,0,383,,886,831.0,,,,,,,,,,
2,person:3,1967.0,383,0,,803,814.0,,,,,,,,,,
3,person:5,1164.0,886,803,,0,148.0,,,,,,,,,,
4,motorcycle:6,1174.0,831,814,,148,0.0,,,,,,,,,,
0,car:1,0.0,2013,1978,,1176,1190.0,,,,836.0,,,,,,
1,motorcycle:2,2013.0,0,405,,892,831.0,,,,1214.0,,,,,,
2,person:3,1978.0,405,0,,801,811.0,,,,1142.0,,,,,,
3,person:5,1176.0,892,801,,0,147.0,,,,341.0,,,,,,
4,motorcycle:6,1190.0,831,811,,147,0.0,,,,385.0,,,,,,
5,car:8,836.0,1214,1142,,341,385.0,,,,0.0,,,,,,
0,car:1,0.0,2019,1985,,1177,1195.0,,,,821.0,,,,,,
1,motorcycle:2,2019.0,0,415,,895,833.0,,,,1236.0,,,,,,
2,person:3,1985.0,415,0,,807,815.0,,,,1164.0,,,,,,
3,person:5,1177.0,895,807,,0,145.0,,,,358.0,,,,,,
4,motorcycle:6,1195.0,833,815,,145,0.0,,,,406.0,,,,,,
5,car:8,821.0,1236,1164,,358,406.0,,,,0.0,,,,,,
0,car:1,0.0,739,715,299.0,329,346.0,,,,,,,,,,
1,motorcycle:2,739.0,0,193,1034.0,433,394.0,,,,,,,,,,
2,person:3,715.0,193,0,1014.0,386,403.0,,,,,,,,,,
3,car:4,299.0,1034,1014,0.0,628,639.0,,,,,,,,,,
4,person:5,329.0,433,386,628.0,0,117.0,,,,,,,,,,
5,motorcycle:6,346.0,394,403,639.0,117,0.0,,,,,,,,,,
0,car:1,0.0,2021,1989,,1179,1201.0,,,,795.0,,,,,,
1,motorcycle:2,2021.0,0,414,,894,826.0,,,,1262.0,,,,,,
2,person:3,1989.0,414,0,,810,816.0,,,,1193.0,,,,,,
3,person:5,1179.0,894,810,,0,154.0,,,,385.0,,,,,,
4,motorcycle:6,1201.0,826,816,,154,0.0,,,,439.0,,,,,,
5,car:8,795.0,1262,1193,,385,439.0,,,,0.0,,,,,,
0,car:1,0.0,2025,1993,,1183,1212.0,,,,817.0,,,,,,
1,motorcycle:2,2025.0,0,401,,892,818.0,,,,1245.0,,,,,,
2,person:3,1993.0,401,0,,809,810.0,,,,1176.0,,,,,,
3,person:5,1183.0,892,809,,0,158.0,,,,369.0,,,,,,
4,motorcycle:6,1212.0,818,810,,158,0.0,,,,431.0,,,,,,
5,car:8,817.0,1245,1176,,369,431.0,,,,0.0,,,,,,
0,car:1,0.0,2027,1994,,1184,1217.0,,,,825.0,,,,,,
1,motorcycle:2,2027.0,0,405,,894,810.0,,,,1244.0,,,,,,
2,person:3,1994.0,405,0,,810,844.0,,,,1170.0,,,,,,
3,person:5,1184.0,894,810,,0,246.0,,,,363.0,,,,,,
4,motorcycle:6,1217.0,810,844,,246,0.0,,,,470.0,,,,,,
5,car:8,825.0,1244,1170,,363,470.0,,,,0.0,,,,,,
0,car:1,0.0,2029,1995,,1188,1223.0,,,,821.0,,,,,,
1,motorcycle:2,2029.0,0,413,,893,806.0,,,,1248.0,,,,,,
2,person:3,1995.0,413,0,,806,828.0,,,,1174.0,,,,,,
3,person:5,1188.0,893,806,,0,222.0,,,,370.0,,,,,,
4,motorcycle:6,1223.0,806,828,,222,0.0,,,,464.0,,,,,,
5,car:8,821.0,1248,1174,,370,464.0,,,,0.0,,,,,,
0,car:1,0.0,2030,1998,,1193,1223.0,,,,840.0,,,,,,
1,motorcycle:2,2030.0,0,403,,891,808.0,,,,1230.0,,,,,,
2,person:3,1998.0,403,0,,805,817.0,,,,1159.0,,,,,,
3,person:5,1193.0,891,805,,0,199.0,,,,355.0,,,,,,
4,motorcycle:6,1223.0,808,817,,199,0.0,,,,437.0,,,,,,
5,car:8,840.0,1230,1159,,355,437.0,,,,0.0,,,,,,
0,car:1,0.0,2036,2004,,1196,1237.0,,,,829.0,,,,,,
1,motorcycle:2,2036.0,0,405,,894,801.0,,,,1245.0,,,,,,
2,person:3,2004.0,405,0,,807,852.0,,,,1175.0,,,,,,
3,person:5,1196.0,894,807,,0,285.0,,,,368.0,,,,,,
4,motorcycle:6,1237.0,801,852,,285,0.0,,,,492.0,,,,,,
5,car:8,829.0,1245,1175,,368,492.0,,,,0.0,,,,,,
0,car:1,0.0,2047,2016,,1207,1242.0,,,,815.0,,,,,,
1,motorcycle:2,2047.0,0,412,,895,808.0,,,,1270.0,,,,,,
2,person:3,2016.0,412,0,,808,870.0,,,,1202.0,,,,,,
3,person:5,1207.0,895,808,,0,307.0,,,,394.0,,,,,,
4,motorcycle:6,1242.0,808,870,,307,0.0,,,,518.0,,,,,,
5,car:8,815.0,1270,1202,,394,518.0,,,,0.0,,,,,,
0,car:1,0.0,2053,2020,,1230,1267.0,,,,804.0,,,,,,
1,motorcycle:2,2053.0,0,421,,883,789.0,,,,1286.0,,,,,,
2,person:3,2020.0,421,0,,790,851.0,,,,1217.0,,,,,,
3,person:5,1230.0,883,790,,0,304.0,,,,427.0,,,,,,
4,motorcycle:6,1267.0,789,851,,304,0.0,,,,542.0,,,,,,
5,car:8,804.0,1286,1217,,427,542.0,,,,0.0,,,,,,
0,car:1,0.0,2062,2030,,1225,1281.0,,,,799.0,,,,,,
1,motorcycle:2,2062.0,0,419,,897,785.0,,,,1299.0,,,,,,
2,person:3,2030.0,419,0,,804,852.0,,,,1231.0,,,,,,
3,person:5,1225.0,897,804,,0,319.0,,,,427.0,,,,,,
4,motorcycle:6,1281.0,785,852,,319,0.0,,,,561.0,,,,,,
5,car:8,799.0,1299,1231,,427,561.0,,,,0.0,,,,,,
0,car:1,0.0,2065,2035,,1222,1278.0,,,,794.0,,,,,,
1,motorcycle:2,2065.0,0,423,,905,789.0,,,,1306.0,,,,,,
2,person:3,2035.0,423,0,,812,852.0,,,,1240.0,,,,,,
3,person:5,1222.0,905,812,,0,311.0,,,,428.0,,,,,,
4,motorcycle:6,1278.0,789,852,,311,0.0,,,,558.0,,,,,,
5,car:8,794.0,1306,1240,,428,558.0,,,,0.0,,,,,,
0,car:1,0.0,744,718,304.0,321,346.0,,,,,,,,,,
1,motorcycle:2,744.0,0,197,1043.0,446,398.0,,,,,,,,,,
2,person:3,718.0,197,0,1022.0,397,404.0,,,,,,,,,,
3,car:4,304.0,1043,1022,0.0,625,645.0,,,,,,,,,,
4,person:5,321.0,446,397,625.0,0,117.0,,,,,,,,,,
5,motorcycle:6,346.0,398,404,645.0,117,0.0,,,,,,,,,,
0,car:1,0.0,2074,2039,,1227,1283.0,,,,796.0,,,,,,
1,motorcycle:2,2074.0,0,418,,911,791.0,,,,1314.0,,,,,,
2,person:3,2039.0,418,0,,812,840.0,,,,1244.0,,,,,,
3,person:5,1227.0,911,812,,0,301.0,,,,431.0,,,,,,
4,motorcycle:6,1283.0,791,840,,301,0.0,,,,555.0,,,,,,
5,car:8,796.0,1314,1244,,431,555.0,,,,0.0,,,,,,
0,car:1,0.0,2087,2049,,1246,1287.0,,,,797.0,,,,,,
1,motorcycle:2,2087.0,0,431,,910,800.0,,,,1327.0,,,,,,
2,person:3,2049.0,431,0,,803,835.0,,,,1252.0,,,,,,
3,person:5,1246.0,910,803,,0,279.0,,,,449.0,,,,,,
4,motorcycle:6,1287.0,800,835,,279,0.0,,,,548.0,,,,,,
5,car:8,797.0,1327,1252,,449,548.0,,,,0.0,,,,,,
0,car:1,0.0,2097,2057,,1254,1289.0,,,,790.0,,,,,,
1,motorcycle:2,2097.0,0,412,,912,807.0,,,,1343.0,,,,,,
2,person:3,2057.0,412,0,,803,829.0,,,,1268.0,,,,,,
3,person:5,1254.0,912,803,,0,269.0,,,,464.0,,,,,,
